time,altitude,latitude,longitude,chlor_a,nov-jan,,latitude,longitude,chlor_a,,,,latitude,longitude,chlor_a,,tot,latitude,longitude,chlor_a
UTC,m,degrees_north,degrees_east,mg m^-3,2018-2019,,degrees_north,degrees_east,mg m^-3,,,,degrees_north,degrees_east,mg m^-3,,,degrees_north,degrees_east,mg m^-3
2018-11-01T12:00:00Z,0,44.56875,-125.00625,0.7718119,2018-12-01T12:00:00Z,0,44.56875,-125.00625,1.0806359,,2019-01-01T12:00:00Z,0,44.56875,-125.00625,0.52093244,,,44.56875,-125.00625,0.791126747
2018-11-01T12:00:00Z,0,44.56875,-124.96875,0.82731926,2018-12-01T12:00:00Z,0,44.56875,-124.96875,1.0414772,,2019-01-01T12:00:00Z,0,44.56875,-124.96875,0.5185751,,,44.56875,-124.96875,0.79579052
2018-11-01T12:00:00Z,0,44.56875,-124.93125,0.7817355,2018-12-01T12:00:00Z,0,44.56875,-124.93125,1.5896739,,2019-01-01T12:00:00Z,0,44.56875,-124.93125,0.4951669,,,44.56875,-124.93125,0.955525433
2018-11-01T12:00:00Z,0,44.56875,-124.89375,0.8736981,2018-12-01T12:00:00Z,0,44.56875,-124.89375,0.6006778,,2019-01-01T12:00:00Z,0,44.56875,-124.89375,0.45059508,,,44.56875,-124.89375,0.641656993
2018-11-01T12:00:00Z,0,44.56875,-124.85625,0.9075396,2018-12-01T12:00:00Z,0,44.56875,-124.85625,1.3208734,,2019-01-01T12:00:00Z,0,44.56875,-124.85625,0.46642423,,,44.56875,-124.85625,0.898279077
2018-11-01T12:00:00Z,0,44.56875,-124.81875,0.86960673,2018-12-01T12:00:00Z,0,44.56875,-124.81875,0.5650774,,2019-01-01T12:00:00Z,0,44.56875,-124.81875,0.63498044,,,44.56875,-124.81875,0.68988819
2018-11-01T12:00:00Z,0,44.56875,-124.78125,0.95398504,2018-12-01T12:00:00Z,0,44.56875,-124.78125,0.64948803,,2019-01-01T12:00:00Z,0,44.56875,-124.78125,0.65965796,,,44.56875,-124.78125,0.75437701
2018-11-01T12:00:00Z,0,44.56875,-124.74375,1.0031642,2018-12-01T12:00:00Z,0,44.56875,-124.74375,0.3960877,,2019-01-01T12:00:00Z,0,44.56875,-124.74375,0.6634763,,,44.56875,-124.74375,0.687576067
2018-11-01T12:00:00Z,0,44.56875,-124.70625,0.85775054,2018-12-01T12:00:00Z,0,44.56875,-124.70625,0.51736695,,2019-01-01T12:00:00Z,0,44.56875,-124.70625,0.6310187,,,44.56875,-124.70625,0.668712063
2018-11-01T12:00:00Z,0,44.56875,-124.66875,0.663103,2018-12-01T12:00:00Z,0,44.56875,-124.66875,0.52025515,,2019-01-01T12:00:00Z,0,44.56875,-124.66875,0.7437058,,,44.56875,-124.66875,0.64235465
2018-11-01T12:00:00Z,0,44.56875,-124.63125,0.85397655,2018-12-01T12:00:00Z,0,44.56875,-124.63125,0.50703216,,2019-01-01T12:00:00Z,0,44.56875,-124.63125,0.7582144,,,44.56875,-124.63125,0.706407703
2018-11-01T12:00:00Z,0,44.56875,-124.59375,0.93853027,2018-12-01T12:00:00Z,0,44.56875,-124.59375,0.66405964,,2019-01-01T12:00:00Z,0,44.56875,-124.59375,0.76304924,,,44.56875,-124.59375,0.788546383
2018-11-01T12:00:00Z,0,44.56875,-124.55625,1.0391028,2018-12-01T12:00:00Z,0,44.56875,-124.55625,0.7026751,,2019-01-01T12:00:00Z,0,44.56875,-124.55625,0.91406375,,,44.56875,-124.55625,0.88528055
2018-11-01T12:00:00Z,0,44.56875,-124.51875,1.0595043,2018-12-01T12:00:00Z,0,44.56875,-124.51875,0.7678471,,2019-01-01T12:00:00Z,0,44.56875,-124.51875,1.0457522,,,44.56875,-124.51875,0.9577012
2018-11-01T12:00:00Z,0,44.56875,-124.48125,1.3408473,2018-12-01T12:00:00Z,0,44.56875,-124.48125,0.8838571,,2019-01-01T12:00:00Z,0,44.56875,-124.48125,1.0546379,,,44.56875,-124.48125,1.0931141
2018-11-01T12:00:00Z,0,44.56875,-124.44375,1.468485,2018-12-01T12:00:00Z,0,44.56875,-124.44375,0.61789757,,2019-01-01T12:00:00Z,0,44.56875,-124.44375,0.87433845,,,44.56875,-124.44375,0.986907007
2018-11-01T12:00:00Z,0,44.56875,-124.40625,1.5653759,2018-12-01T12:00:00Z,0,44.56875,-124.40625,0.8874793,,2019-01-01T12:00:00Z,0,44.56875,-124.40625,0.93334067,,,44.56875,-124.40625,1.128731957
2018-11-01T12:00:00Z,0,44.56875,-124.36875,2.7554095,2018-12-01T12:00:00Z,0,44.56875,-124.36875,0.78662467,,2019-01-01T12:00:00Z,0,44.56875,-124.36875,1.0865091,,,44.56875,-124.36875,1.542847757
2018-11-01T12:00:00Z,0,44.56875,-124.33125,3.1521628,2018-12-01T12:00:00Z,0,44.56875,-124.33125,0.9308318,,2019-01-01T12:00:00Z,0,44.56875,-124.33125,1.2572318,,,44.56875,-124.33125,1.780075467
2018-11-01T12:00:00Z,0,44.56875,-124.29375,3.2311754,2018-12-01T12:00:00Z,0,44.56875,-124.29375,0.9049937,,2019-01-01T12:00:00Z,0,44.56875,-124.29375,1.6304755,,,44.56875,-124.29375,1.922214867
2018-11-01T12:00:00Z,0,44.56875,-124.25625,2.9851465,2018-12-01T12:00:00Z,0,44.56875,-124.25625,1.1154983,,2019-01-01T12:00:00Z,0,44.56875,-124.25625,1.260511,,,44.56875,-124.25625,1.787051933
2018-11-01T12:00:00Z,0,44.56875,-124.21875,2.4820998,2018-12-01T12:00:00Z,0,44.56875,-124.21875,1.3803188,,2019-01-01T12:00:00Z,0,44.56875,-124.21875,1.4051601,,,44.56875,-124.21875,1.755859567
